ORDER_ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,FREIGHT
10248,3643500,4-Jul-05,16-Jul-05,32.38
11078,3082800,4-Jul-05,16-Jul-05,32.38
10249,1045,5-Jul-05,10-Jul-05,11.61
11079,3265500,5-Jul-05,10-Jul-05,11.61
10250,2681700,8-Jul-05,12-Jul-05,65.83
10251,3618300,8-Jul-05,15-Jul-05,41.34
11080,3221400,8-Jul-05,12-Jul-05,65.83
11081,2977800,8-Jul-05,15-Jul-05,41.34
10252,1510000,9-Jul-05,11-Jul-05,51.3
11082,3171000,9-Jul-05,11-Jul-05,51.3
10253,2797200,10-Jul-05,16-Jul-05,58.17
11083,2757300,10-Jul-05,16-Jul-05,58.17
10254,3290700,11-Jul-05,23-Jul-05,22.98
11084,2780400,11-Jul-05,23-Jul-05,22.98
11514,3366300,11-Jul-05,23-Jul-05,22.98
10255,2086140,12-Jul-05,15-Jul-05,148.33
11085,70000,12-Jul-05,15-Jul-05,148.33
10256,955500,15-Jul-05,17-Jul-05,13.97
11086,3242400,15-Jul-05,17-Jul-05,13.97
10257,3248700,16-Jul-05,22-Jul-05,81.91
11087,3458700,16-Jul-05,22-Jul-05,81.91
10258,3372600,17-Jul-05,23-Jul-05,140.51
11088,3244500,17-Jul-05,23-Jul-05,140.51
10259,2694300,18-Jul-05,25-Jul-05,3.25
11089,3607800,18-Jul-05,25-Jul-05,3.25
11519,1035,18-Jul-05,25-Jul-05,3.25
10260,2763600,19-Jul-05,29-Jul-05,55.09
10261,3647700,19-Jul-05,30-Jul-05,3.05
11090,3343200,19-Jul-05,29-Jul-05,55.09
11091,3198300,19-Jul-05,30-Jul-05,3.05
10262,6058500,22-Jul-05,25-Jul-05,48.29
11092,1068,22-Jul-05,25-Jul-05,48.29
10263,2895900,23-Jul-05,31-Jul-05,146.06
11093,1390000,23-Jul-05,31-Jul-05,146.06
10264,3628800,24-Jul-05,23-Aug-05,3.67
11094,3584700,24-Jul-05,23-Aug-05,3.67
10265,3210900,25-Jul-05,12-Aug-05,55.28
11095,3435600,25-Jul-05,12-Aug-05,55.28
11525,3074400,25-Jul-05,12-Aug-05,55.28
10266,200000,26-Jul-05,31-Jul-05,25.73
11096,1550000,26-Jul-05,31-Jul-05,25.73
10267,2887500,29-Jul-05,6-Aug-05,208.58
11097,990000,29-Jul-05,6-Aug-05,208.58
10268,2860200,30-Jul-05,2-Aug-05,66.29
11098,290000,30-Jul-05,2-Aug-05,66.29
10269,3439800,31-Jul-05,9-Aug-05,4.56
11099,2797200,31-Jul-05,9-Aug-05,4.56
10270,3034500,1-Aug-05,2-Aug-05,136.54
10271,9290400,1-Aug-05,30-Aug-05,4.54
11100,3219300,1-Aug-05,2-Aug-05,136.54
11101,350000,1-Aug-05,30-Aug-05,4.54
10272,3198300,2-Aug-05,6-Aug-05,98.03
11102,1500000,2-Aug-05,6-Aug-05,98.03
10273,1078,5-Aug-05,12-Aug-05,76.07
11103,3465000,5-Aug-05,12-Aug-05,76.07
10274,2706900,6-Aug-05,16-Aug-05,6.01
11104,3213000,6-Aug-05,16-Aug-05,6.01
10275,1066,7-Aug-05,9-Aug-05,26.93
11105,6058500,7-Aug-05,9-Aug-05,26.93
10276,1150000,8-Aug-05,14-Aug-05,13.84
11106,2977800,8-Aug-05,14-Aug-05,13.84
10277,2671200,9-Aug-05,13-Aug-05,125.77
11107,90000,9-Aug-05,13-Aug-05,125.77
10278,880000,12-Aug-05,16-Aug-05,92.69
11108,1370000,12-Aug-05,16-Aug-05,92.69
11538,1101,12-Aug-05,16-Aug-05,92.69
10279,2914800,13-Aug-05,16-Aug-05,25.83
11109,1088,13-Aug-05,16-Aug-05,25.83
10280,1020000,14-Aug-05,12-Sep-05,8.98
10281,2690100,14-Aug-05,21-Aug-05,2.94
11110,3055500,14-Aug-05,12-Sep-05,8.98
11111,3063900,14-Aug-05,21-Aug-05,2.94
11540,2650200,14-Aug-05,12-Sep-05,8.98
10282,3007200,15-Aug-05,21-Aug-05,12.69
11112,3473400,15-Aug-05,21-Aug-05,12.69
10283,390000,16-Aug-05,23-Aug-05,84.81
11113,940000,16-Aug-05,23-Aug-05,84.81
10284,3559500,19-Aug-05,27-Aug-05,76.56
11114,1061,19-Aug-05,27-Aug-05,76.56
10285,3051300,20-Aug-05,26-Aug-05,76.83
11115,440000,20-Aug-05,26-Aug-05,76.83
10286,390000,21-Aug-05,30-Aug-05,229.24
11116,3593100,21-Aug-05,30-Aug-05,229.24
10287,3030300,22-Aug-05,28-Aug-05,12.76
11117,1460000,22-Aug-05,28-Aug-05,12.76
10288,3177300,23-Aug-05,3-Sep-05,7.45
11118,2973600,23-Aug-05,3-Sep-05,7.45
10289,510000,26-Aug-05,28-Aug-05,22.77
11119,2979900,26-Aug-05,28-Aug-05,22.77
11549,3078600,26-Aug-05,28-Aug-05,22.77
10290,1077,27-Aug-05,3-Sep-05,79.7
10291,1018,27-Aug-05,4-Sep-05,6.4
11120,2881200,27-Aug-05,3-Sep-05,79.7
11121,430000,27-Aug-05,4-Sep-05,6.4
11550,1105,27-Aug-05,3-Sep-05,79.7
10292,1192380,28-Aug-05,2-Sep-05,1.35
11122,5320,28-Aug-05,2-Sep-05,1.35
10293,3213000,29-Aug-05,11-Sep-05,21.18
11123,2805600,29-Aug-05,11-Sep-05,21.18
10294,3364200,30-Aug-05,5-Sep-05,147.26
11124,320000,30-Aug-05,5-Sep-05,147.26
10295,3572100,2-Sep-05,10-Sep-05,1.15
11125,2830800,2-Sep-05,10-Sep-05,1.15
10296,3349500,3-Sep-05,11-Sep-05,0.12
11126,3410400,3-Sep-05,11-Sep-05,0.12
10297,3395700,4-Sep-05,10-Sep-05,5.74
11127,2767800,4-Sep-05,10-Sep-05,5.74
11557,800000,4-Sep-05,10-Sep-05,5.74
10298,770000,5-Sep-05,11-Sep-05,168.22
11128,3435600,5-Sep-05,11-Sep-05,168.22
10299,2856000,6-Sep-05,13-Sep-05,29.76
11129,1024,6-Sep-05,13-Sep-05,29.76
10300,750000,9-Sep-05,18-Sep-05,17.68
10301,2956800,9-Sep-05,17-Sep-05,45.08
11130,880000,9-Sep-05,18-Sep-05,17.68
11131,2961000,9-Sep-05,17-Sep-05,45.08
10302,3544800,10-Sep-05,9-Oct-05,6.27
11132,2908500,10-Sep-05,9-Oct-05,6.27
10303,2847600,11-Sep-05,18-Sep-05,107.83
11133,2639700,11-Sep-05,18-Sep-05,107.83
10304,1007,12-Sep-05,17-Sep-05,63.79
11134,3234000,12-Sep-05,17-Sep-05,63.79
10305,230000,13-Sep-05,9-Oct-05,257.62
11135,3651900,13-Sep-05,9-Oct-05,257.62
10306,3374700,16-Sep-05,23-Sep-05,7.56
11136,3414600,16-Sep-05,23-Sep-05,7.56
10307,2996700,17-Sep-05,25-Sep-05,0.56
11137,1140000,17-Sep-05,25-Sep-05,0.56
10308,2658600,18-Sep-05,24-Sep-05,1.61
11138,100000,18-Sep-05,24-Sep-05,1.61
11568,3196200,18-Sep-05,24-Sep-05,1.61
10309,0,19-Sep-05,23-Oct-05,47.3
11139,2864400,19-Sep-05,23-Oct-05,47.3
10310,1022,20-Sep-05,27-Sep-05,17.52
10311,2856000,20-Sep-05,26-Sep-05,24.69
11140,70000,20-Sep-05,27-Sep-05,17.52
11141,3614100,20-Sep-05,26-Sep-05,24.69
10312,3150000,23-Sep-05,3-Oct-05,40.26
11142,2889600,23-Sep-05,3-Oct-05,40.26
10313,1061,24-Sep-05,4-Oct-05,1.96
11143,1420860,24-Sep-05,4-Oct-05,1.96
10314,2801400,25-Sep-05,4-Oct-05,74.16
11144,3147900,25-Sep-05,4-Oct-05,74.16
10315,2734200,26-Sep-05,3-Oct-05,41.76
11145,3028200,26-Sep-05,3-Oct-05,41.76
10316,4441500,27-Sep-05,8-Oct-05,150.15
11146,3408300,27-Sep-05,8-Oct-05,150.15
10317,2937900,30-Sep-05,10-Oct-05,12.69
11147,2839200,30-Sep-05,10-Oct-05,12.69
10318,3164700,1-Oct-05,4-Oct-05,4.73
11148,2801400,1-Oct-05,4-Oct-05,4.73
10319,2933700,2-Oct-05,11-Oct-05,64.5
11149,380000,2-Oct-05,11-Oct-05,64.5
10320,2675400,3-Oct-05,18-Oct-05,34.57
10321,3070200,3-Oct-05,11-Oct-05,3.43
11150,2732100,3-Oct-05,18-Oct-05,34.57
11151,2715300,3-Oct-05,11-Oct-05,3.43
10322,2816100,4-Oct-05,23-Oct-05,0.4
11152,800000,4-Oct-05,23-Oct-05,0.4
10323,2744700,7-Oct-05,14-Oct-05,4.88
11153,3141600,7-Oct-05,14-Oct-05,4.88
10324,3166800,8-Oct-05,10-Oct-05,214.27
11154,2940000,8-Oct-05,10-Oct-05,214.27
10325,690000,9-Oct-05,14-Oct-05,64.86
11155,2675400,9-Oct-05,14-Oct-05,64.86
10326,2805600,10-Oct-05,14-Oct-05,77.92
11156,3129000,10-Oct-05,14-Oct-05,77.92
11586,1081,10-Oct-05,14-Oct-05,77.92
10327,4911900,11-Oct-05,14-Oct-05,63.36
11157,2650200,11-Oct-05,14-Oct-05,63.36
10328,3078600,14-Oct-05,17-Oct-05,87.03
11158,1120,14-Oct-05,17-Oct-05,87.03
10329,2975700,15-Oct-05,23-Oct-05,191.67
11159,2698500,15-Oct-05,23-Oct-05,191.67
10330,430000,16-Oct-05,28-Oct-05,12.75
10331,3494400,16-Oct-05,21-Oct-05,10.19
11160,2906400,16-Oct-05,28-Oct-05,12.75
11161,3666600,16-Oct-05,21-Oct-05,10.19
11591,3376800,16-Oct-05,21-Oct-05,10.19
10332,3061800,17-Oct-05,21-Oct-05,52.84
11162,2654400,17-Oct-05,21-Oct-05,52.84
10333,3427200,18-Oct-05,25-Oct-05,0.59
11163,9792300,18-Oct-05,25-Oct-05,0.59
10334,3294900,21-Oct-05,28-Oct-05,8.56
11164,1100,21-Oct-05,28-Oct-05,8.56
10335,1050000,22-Oct-05,24-Oct-05,42.11
11165,3567900,22-Oct-05,24-Oct-05,42.11
10336,3664500,23-Oct-05,25-Oct-05,15.51
11166,3137400,23-Oct-05,25-Oct-05,15.51
10337,1021,24-Oct-05,29-Oct-05,108.26
11167,1002,24-Oct-05,29-Oct-05,108.26
10338,2832900,25-Oct-05,29-Oct-05,84.21
11168,2673300,25-Oct-05,29-Oct-05,84.21
10339,3332700,28-Oct-05,4-Nov-05,15.66
11169,1061,28-Oct-05,4-Nov-05,15.66
10341,1050000,29-Oct-05,5-Nov-05,26.78
11170,2950500,29-Oct-05,8-Nov-05,166.31
11171,3131100,29-Oct-05,5-Nov-05,26.78
11600,2883300,29-Oct-05,8-Nov-05,166.31
10342,3477600,30-Oct-05,4-Nov-05,54.83
11172,820000,30-Oct-05,4-Nov-05,54.83
10343,1017,31-Oct-05,6-Nov-05,110.37
11173,3049200,31-Oct-05,6-Nov-05,110.37
10344,3047100,1-Nov-05,5-Nov-05,23.29
11174,2868600,1-Nov-05,5-Nov-05,23.29
10345,3049200,4-Nov-05,11-Nov-05,249.06
11175,1037,4-Nov-05,11-Nov-05,249.06
10346,1127,5-Nov-05,8-Nov-05,142.08
11176,580000,5-Nov-05,8-Nov-05,142.08
10347,3171000,6-Nov-05,8-Nov-05,3.1
11177,9286200,6-Nov-05,8-Nov-05,3.1
10348,1420860,7-Nov-05,15-Nov-05,0.78
11178,1270000,7-Nov-05,15-Nov-05,0.78
10349,2837100,8-Nov-05,15-Nov-05,8.63
11179,2923200,8-Nov-05,15-Nov-05,8.63
10350,850000,11-Nov-05,3-Dec-05,64.19
10351,3122700,11-Nov-05,20-Nov-05,162.33
11180,9286200,11-Nov-05,3-Dec-05,64.19
11181,2725800,11-Nov-05,20-Nov-05,162.33
10352,280000,12-Nov-05,18-Nov-05,1.3
11182,2746800,12-Nov-05,18-Nov-05,1.3
10353,3651900,13-Nov-05,25-Nov-05,360.63
11183,1420000,13-Nov-05,25-Nov-05,360.63
10354,2723700,14-Nov-05,20-Nov-05,53.8
11184,2790900,14-Nov-05,20-Nov-05,53.8
10355,2856000,15-Nov-05,20-Nov-05,41.95
11185,3038700,15-Nov-05,20-Nov-05,41.95
11615,3441900,15-Nov-05,20-Nov-05,41.95
10356,3108000,18-Nov-05,27-Nov-05,36.71
11186,2667000,18-Nov-05,27-Nov-05,36.71
10357,3483900,19-Nov-05,2-Dec-05,34.88
11187,3219300,19-Nov-05,2-Dec-05,34.88
10358,1510000,20-Nov-05,27-Nov-05,19.64
11188,730000,20-Nov-05,27-Nov-05,19.64
10359,1300000,21-Nov-05,26-Nov-05,288.43
11189,3662400,21-Nov-05,26-Nov-05,288.43
10360,3656100,22-Nov-05,2-Dec-05,131.7
10361,3425100,22-Nov-05,3-Dec-05,183.17
11190,3068100,22-Nov-05,2-Dec-05,131.7
11191,3315900,22-Nov-05,3-Dec-05,183.17
11620,2969400,22-Nov-05,2-Dec-05,131.7
10362,2790900,25-Nov-05,28-Nov-05,96.04
11192,35700,25-Nov-05,28-Nov-05,96.04
11622,570000,25-Nov-05,28-Nov-05,96.04
10363,720000,26-Nov-05,4-Dec-05,30.54
10364,3469200,26-Nov-05,4-Dec-05,71.97
11193,3257100,26-Nov-05,4-Dec-05,30.54
11194,3616200,26-Nov-05,4-Dec-05,71.97
11623,1113,26-Nov-05,4-Dec-05,30.54
10365,3133200,27-Nov-05,2-Dec-05,22
11195,240000,27-Nov-05,2-Dec-05,22
11625,1015,27-Nov-05,2-Dec-05,22
10366,1084,28-Nov-05,30-Dec-05,10.14
10367,880000,28-Nov-05,2-Dec-05,13.55
11196,1520000,28-Nov-05,30-Dec-05,10.14
11197,3003000,28-Nov-05,2-Dec-05,13.55
10368,3072300,29-Nov-05,2-Dec-05,101.95
11198,1380000,29-Nov-05,2-Dec-05,101.95
10369,2832900,2-Dec-05,9-Dec-05,195.68
11199,2898000,2-Dec-05,9-Dec-05,195.68
10370,3095400,3-Dec-05,27-Dec-05,1.17
10371,1003,3-Dec-05,24-Dec-05,0.45
11200,3158400,3-Dec-05,27-Dec-05,1.17
11201,2772000,3-Dec-05,24-Dec-05,0.45
11630,3087000,3-Dec-05,27-Dec-05,1.17
10372,3530100,4-Dec-05,9-Dec-05,890.78
11202,3504900,4-Dec-05,9-Dec-05,890.78
10373,3675000,5-Dec-05,11-Dec-05,124.12
10374,3557400,5-Dec-05,9-Dec-05,3.94
11203,2759400,5-Dec-05,11-Dec-05,124.12
11204,1164324,5-Dec-05,9-Dec-05,3.94
10375,3439800,6-Dec-05,9-Dec-05,20.12
11205,3591000,6-Dec-05,9-Dec-05,20.12
10376,3284400,9-Dec-05,13-Dec-05,20.39
10377,1089,9-Dec-05,13-Dec-05,22.21
11206,10000,9-Dec-05,13-Dec-05,20.39
11207,3473400,9-Dec-05,13-Dec-05,22.21
10378,0,10-Dec-05,19-Dec-05,5.44
11208,3019800,10-Dec-05,19-Dec-05,5.44
10379,1300000,11-Dec-05,13-Dec-05,45.03
11209,3059700,11-Dec-05,13-Dec-05,45.03
10380,3231900,12-Dec-05,16-Jan-06,35.03
10381,3187800,12-Dec-05,13-Dec-05,7.99
11210,3465000,12-Dec-05,16-Jan-06,35.03
11211,3042900,12-Dec-05,13-Dec-05,7.99
10382,2704800,13-Dec-05,16-Dec-05,94.77
11212,3372600,13-Dec-05,16-Dec-05,94.77
10383,1002,16-Dec-05,18-Dec-05,34.24
10384,1074,16-Dec-05,20-Dec-05,168.64
11213,2961000,16-Dec-05,18-Dec-05,34.24
11214,2919000,16-Dec-05,20-Dec-05,168.64
11643,20000,16-Dec-05,18-Dec-05,34.24
11644,3441900,16-Dec-05,20-Dec-05,168.64
10385,3542700,17-Dec-05,23-Dec-05,30.96
11215,3284400,17-Dec-05,23-Dec-05,30.96
10386,5470,18-Dec-05,25-Dec-05,13.99
10387,1030,18-Dec-05,20-Dec-05,93.63
11216,3158400,18-Dec-05,25-Dec-05,13.99
11217,3532200,18-Dec-05,20-Dec-05,93.63
10388,1030,19-Dec-05,20-Dec-05,34.86
11218,1320000,19-Dec-05,20-Dec-05,34.86
10389,1530000,20-Dec-05,24-Dec-05,47.42
11219,3347400,20-Dec-05,24-Dec-05,47.42
11649,1041,20-Dec-05,24-Dec-05,47.42
10390,410000,23-Dec-05,26-Dec-05,126.38
10391,1073,23-Dec-05,31-Dec-05,5.45
11220,3221400,23-Dec-05,26-Dec-05,126.38
11221,1109,23-Dec-05,31-Dec-05,5.45
11651,3462900,23-Dec-05,31-Dec-05,5.45
10392,1076,24-Dec-05,1-Jan-06,122.46
11222,2940000,24-Dec-05,1-Jan-06,122.46
10393,3494400,25-Dec-05,3-Jan-06,126.56
10394,3164700,25-Dec-05,3-Jan-06,30.34
11223,60000,25-Dec-05,3-Jan-06,126.56
11224,3448200,25-Dec-05,3-Jan-06,30.34
10395,1240000,26-Dec-05,3-Jan-06,184.41
11225,3168900,26-Dec-05,3-Jan-06,184.41
10396,3679200,27-Dec-05,6-Jan-06,135.35
10397,1039,27-Dec-05,2-Jan-06,60.26
11226,2933700,27-Dec-05,6-Jan-06,135.35
11227,3341100,27-Dec-05,2-Jan-06,60.26
10398,1160000,30-Dec-05,9-Jan-06,89.16
11228,1000000,30-Dec-05,9-Jan-06,89.16
10399,3021900,31-Dec-05,8-Jan-06,27.36
11229,60000,31-Dec-05,8-Jan-06,27.36
10400,3530100,1-Jan-06,16-Jan-06,83.93
10401,2898000,1-Jan-06,10-Jan-06,12.51
11230,3227700,1-Jan-06,16-Jan-06,83.93
11231,3574200,1-Jan-06,10-Jan-06,12.51
10402,1051,2-Jan-06,10-Jan-06,67.88
11232,1099,2-Jan-06,10-Jan-06,67.88
10403,3294900,3-Jan-06,9-Jan-06,73.79
10404,2694300,3-Jan-06,8-Jan-06,155.97
11233,1048,3-Jan-06,9-Jan-06,73.79
11234,3626700,3-Jan-06,8-Jan-06,155.97
10405,3450300,6-Jan-06,22-Jan-06,34.82
11235,3574200,6-Jan-06,22-Jan-06,34.82
10406,1085,7-Jan-06,13-Jan-06,108.04
10407,1430000,7-Jan-06,30-Jan-06,91.48
11236,1116,7-Jan-06,13-Jan-06,108.04
11237,3544800,7-Jan-06,30-Jan-06,91.48
10408,3355800,8-Jan-06,14-Jan-06,11.26
11238,3439800,8-Jan-06,14-Jan-06,11.26
10409,1045,9-Jan-06,14-Jan-06,29.83
11239,3435600,9-Jan-06,14-Jan-06,29.83
10410,2763600,10-Jan-06,15-Jan-06,2.4
10411,2908500,10-Jan-06,21-Jan-06,23.65
11240,1602300,10-Jan-06,15-Jan-06,2.4
11241,1068,10-Jan-06,21-Jan-06,23.65
11670,3620400,10-Jan-06,15-Jan-06,2.4
11671,3116400,10-Jan-06,21-Jan-06,23.65
10412,2906400,13-Jan-06,15-Jan-06,3.77
11242,1114,13-Jan-06,15-Jan-06,3.77
10413,2935800,14-Jan-06,16-Jan-06,95.66
10414,3229800,14-Jan-06,17-Jan-06,21.48
11243,390000,14-Jan-06,16-Jan-06,95.66
11244,2639700,14-Jan-06,17-Jan-06,21.48
10415,2782500,15-Jan-06,24-Jan-06,0.2
11245,2704800,15-Jan-06,24-Jan-06,0.2
10416,1050000,16-Jan-06,27-Jan-06,22.72
10417,3110100,16-Jan-06,28-Jan-06,70.29
11246,2711100,16-Jan-06,27-Jan-06,22.72
11247,1250000,16-Jan-06,28-Jan-06,70.29
10418,35700,17-Jan-06,24-Jan-06,17.55
11248,3622500,17-Jan-06,24-Jan-06,17.55
10419,3326400,20-Jan-06,30-Jan-06,137.35
11249,400000,20-Jan-06,30-Jan-06,137.35
10420,3609900,21-Jan-06,27-Jan-06,44.12
10421,3429300,21-Jan-06,27-Jan-06,99.23
11250,2696400,21-Jan-06,27-Jan-06,44.12
11251,2830800,21-Jan-06,27-Jan-06,99.23
10422,3278100,22-Jan-06,31-Jan-06,3.02
11252,2923200,22-Jan-06,31-Jan-06,3.02
10423,31500,23-Jan-06,24-Feb-06,24.5
10424,1200000,23-Jan-06,27-Jan-06,370.61
11253,1100000,23-Jan-06,24-Feb-06,24.5
11254,2950500,23-Jan-06,27-Jan-06,370.61
10425,3410400,24-Jan-06,14-Feb-06,7.93
11255,1083,24-Jan-06,14-Feb-06,7.93
10426,31500,27-Jan-06,6-Feb-06,18.69
10427,500000,27-Jan-06,3-Mar-06,31.29
11256,3465000,27-Jan-06,6-Feb-06,18.69
11257,800000,27-Jan-06,3-Mar-06,31.29
10428,2818200,28-Jan-06,4-Feb-06,11.09
11258,1470000,28-Jan-06,4-Feb-06,11.09
10429,3087000,29-Jan-06,7-Feb-06,56.63
11259,2774100,29-Jan-06,7-Feb-06,56.63
10430,2683800,30-Jan-06,3-Feb-06,458.78
10431,3000900,30-Jan-06,7-Feb-06,44.17
11260,5025,30-Jan-06,3-Feb-06,458.78
11261,1014,30-Jan-06,7-Feb-06,44.17
11691,3284400,30-Jan-06,7-Feb-06,44.17
10432,1260000,31-Jan-06,7-Feb-06,4.34
11262,310000,31-Jan-06,7-Feb-06,4.34
10433,3068100,3-Feb-06,4-Mar-06,73.83
10434,910000,3-Feb-06,13-Feb-06,17.92
11263,2906400,3-Feb-06,4-Mar-06,73.83
11264,1380000,3-Feb-06,13-Feb-06,17.92
10435,10000,4-Feb-06,7-Feb-06,9.21
11265,3649800,4-Feb-06,7-Feb-06,9.21
11695,1026,4-Feb-06,7-Feb-06,9.21
10436,350000,5-Feb-06,11-Feb-06,156.66
10437,1101,5-Feb-06,12-Feb-06,19.97
11266,1280000,5-Feb-06,11-Feb-06,156.66
11267,3185700,5-Feb-06,12-Feb-06,19.97
11696,3026100,5-Feb-06,11-Feb-06,156.66
10438,1060000,6-Feb-06,14-Feb-06,8.24
11268,600000,6-Feb-06,14-Feb-06,8.24
10439,2801400,7-Feb-06,10-Feb-06,4.07
11269,2841300,7-Feb-06,10-Feb-06,4.07
10440,3670800,10-Feb-06,28-Feb-06,86.53
10441,430000,10-Feb-06,14-Mar-06,73.02
11270,3498600,10-Feb-06,28-Feb-06,86.53
11271,1002,10-Feb-06,14-Mar-06,73.02
10442,60000,11-Feb-06,18-Feb-06,47.94
11272,2969400,11-Feb-06,18-Feb-06,47.94
10443,90000,12-Feb-06,14-Feb-06,13.95
10444,3030300,12-Feb-06,21-Feb-06,3.5
11273,990000,12-Feb-06,14-Feb-06,13.95
11274,3391500,12-Feb-06,21-Feb-06,3.5
11704,3009300,12-Feb-06,21-Feb-06,3.5
10445,3353700,13-Feb-06,20-Feb-06,9.3
11275,1057,13-Feb-06,20-Feb-06,9.3
11705,2837100,13-Feb-06,20-Feb-06,9.3
10446,3108000,14-Feb-06,19-Feb-06,14.68
10447,2769900,14-Feb-06,7-Mar-06,68.66
11276,2662800,14-Feb-06,19-Feb-06,14.68
11277,50000,14-Feb-06,7-Mar-06,68.66
10448,3091200,17-Feb-06,24-Feb-06,38.82
11278,3305400,17-Feb-06,24-Feb-06,38.82
10449,3616200,18-Feb-06,27-Feb-06,53.3
11279,1029,18-Feb-06,27-Feb-06,53.3
11709,680000,18-Feb-06,27-Feb-06,53.3
10450,3303300,19-Feb-06,11-Mar-06,7.23
10451,2904300,19-Feb-06,12-Mar-06,189.09
11280,720000,19-Feb-06,11-Mar-06,7.23
11281,1032,19-Feb-06,12-Mar-06,189.09
10452,180000,20-Feb-06,26-Feb-06,140.26
11282,3498600,20-Feb-06,26-Feb-06,140.26
10453,2952600,21-Feb-06,26-Feb-06,25.36
10454,2650200,21-Feb-06,25-Feb-06,2.74
11283,680000,21-Feb-06,26-Feb-06,25.36
11284,3294900,21-Feb-06,25-Feb-06,2.74
