"PROD_ID","BRAND","DESCRIPTION","PRICE"
99244,"RCA ","RCA - 22"" Class - LCD - 1080p - 60Hz - HDTV DVD Combo",
99245,"RCA ","RCA - 22"" Class - LCD - 1080p - 60Hz - HDTV",
99246,"LG ","LG - 22"" Class - LED - 720p - 60Hz - HDTV",
99247,"Coby ","Coby - TF-TV2225 22"" 720p LCD TV - 16:9 - HDTV",
99248,"Coby ","Coby - TFDVD2295 22"" TV/DVD Combo - 16:9 - 1366 x 768 - 720p",
99249,"Coby ","Coby - 23"" Class - LED - 1080p - 60Hz - HDTV",259.99
99250,"Coby ","Coby - 23"" Class - LCD - 1080p - 60Hz - HDTV DVD Combo",299.99
99251,"Coby ","Coby - 23"" Class - LED - 1080p - 60Hz - HDTV",
99252,"RCA ","RCA - Refurbished 24"" Class - LED - 1080p - 60Hz - HDTV",159.99
99253,"Insignia¿ ","Insignia¿ - 24"" Class / LCD / 1080p / 60Hz / HDTV",169.99
99254,"Affinity ","Affinity - 24"" Class - LED - 1080p - 60Hz - HDTV",189.99
99255,"Coby ","Coby - 24"" Class - LCD - 1080p - 60Hz - HDTV DVD Combo",189.99
99256,"Viore ","Viore - 24"" Class - LCD - 1080p - 60Hz - HDTV",199.99
99257,"Haier ","Haier - L24B1180 24"" 1080p LCD TV - 16:9 - HDTV 1080p - Black",214.99
99258,"Insignia¿ ","Insignia¿ - 24"" Class / LCD / 1080p / 60Hz / HDTV DVD Combo",229.99
99259,"Westinghouse ","Westinghouse - 24"" Class - LED - 1080p - 60Hz - HDTV",229.99
99260,"Viore ","Viore - 24"" Class - LCD - 1080p - 60Hz - HDTV DVD Combo",229.99
99261,"Toshiba ","Toshiba - 24"" Class / LED / 1080p / 60Hz / HDTV",249.99
99262,"Affinity ","Affinity - 24"" Class - LED - 1080p - 60Hz - HDTV DVD Combo",249.99
99263,"Toshiba ","Toshiba - 24"" Class / LED / 1080p / 60Hz / HDTV DVD Combo",299.99
99264,"Toshiba ","Toshiba - 24"" Class / LED / 1080p / 60Hz / HDTV DVD Combo",329.99
99265,"Dynex¿ ","Dynex¿ - 24"" Class - LCD - 1080p - 60Hz - HDTV DVD Combo",
99266,"Insignia¿ ","Insignia¿ - 24"" Class - LED - 1080p - 60Hz - HDTV",
99267,"Toshiba ","Toshiba - 24"" Class - LED - 1080p - 60Hz - HDTV",
99268,"Viore ","Viore - 24"" Class - LED - 1080p - 60Hz - HDTV DVD Combo",
99269,"Haier ","Haier - LEC24B1380 24"" TV/DVD Combo - HDTV 1080p - 16:9 - 1920 x 1080 - 1080p - Black",
99270,"Viore ","Viore - 24"" Class - LED - 1080p - 60Hz - HDTV",
99271,"Seiki Digital Inc ","Seiki Digital Inc - LC-24G82 24"" 1080p LCD TV - 16:9 - HDTV 1080p",
99272,"Orion ","Orion - Signature SLED2480 24"" 1080p LED-LCD TV - 16:9 - HDTV 1080p - Black",
99273,"Haier ","Haier - LE24B13800 24"" 1080p LED-LCD TV - 16:9 - HDTV 1080p - Black",
99274,"Haier ","Haier - LE24C1380 24"" 1080p LED-LCD TV - 16:9 - Black",
99275,"Coby ","Coby - Refurbished 26"" Class - LCD - 720p - 60Hz - HDTV",189.99
99276,"RCA ","RCA - 26"" Class - LCD - 720p - 60Hz - HDTV",229.99
99277,"Philips ","Philips - 4000 Series - 26"" Class - LED - 720p - 60Hz - HDTV",289.99
99278,"Samsung ","Samsung - 26"" Class - LED - 720p - 60Hz - HDTV",299.99
99279,"LG ","LG - 26"" Class - LED - 720p - 60Hz - HDTV",299.99
99280,"Samsung ","Samsung - 26"" Class - LED - 720p - 60Hz - HDTV",299.99
99281,"Philips ","Philips - 4000 Series - 26"" Class - LED - 720p - 60Hz - Smart - HDTV",299.99
99282,"LG ","LG - 26"" Class - LED - 720p - 60Hz - HDTV",
99283,"Sharp ","Sharp - 26"" Class - LCD - 1080p - 60Hz - HDTV",
99284,"RCA ","RCA - 26"" Class / 720p / 60Hz / LCD HDTV DVD Combo",
99285,"Haier ","Haier - LE26B13200 26"" 720p LED-LCD TV - 16:9 - HDTV - Black",
99286,"Magnavox ","Magnavox - 26MD301B 26"" TV/DVD Combo - HDTV - 16:9 - 1366 x 768 - 720p",
99287,"Sansui ","Sansui - HDLCDVD265 26"" TV/DVD Combo - 16:9 - 1366 x 768 - 720p",
99288,"Pyle ","Pyle - PTC26LC 26"" 720p LCD TV - 16:9 - HDTV",
99289,"Haier ","Haier - L26B1120 26"" 720p LCD TV - 16:9 - HDTV - Black",
99290,"Sanus ","Sanus - HDLCD2650 26"" 720p LCD TV - 16:9 - HDTV - Black",
99291,"Coby ","Coby - TFTV3229 31.5"" 720p LCD TV - 16:9 - HDTV",
99292,"SunBriteTV ","SunBriteTV - 32"" Class - LCD - 720p - Outdoor HDTV",1999.99
99293,"SunBriteTV ","SunBriteTV - 32"" Class - LCD - 720p - 60Hz - Outdoor HDTV - Gray",2499.99
99294,"Ciil ","Ciil - UltraView 32"" Class / LCD / 720p / 60Hz / HDTV",2499.99
99295,"Insignia¿ ","Insignia¿ - 32"" Class / LCD / 720p / 60Hz / HDTV",269.99
99296,"Insignia¿ ","Insignia¿ - 32"" Class / LCD / 1080p / 60Hz / HDTV",279.99
99297,"RCA ","RCA - 32"" Class - LCD - 720p - 60Hz - HDTV DVD Combo",279.99
99298,"Coby ","Coby - 32"" Class - LCD - 1080p - 120Hz - HDTV",279.99
99299,"Insignia¿ ","Insignia¿ - 32"" Class / LED / 720p / 60Hz / HDTV",299.99
99300,"Insignia¿ ","Insignia¿ - 32"" Class / LCD / 720p / 60Hz / HDTV DVD Combo",299.99
99301,"Samsung ","Samsung - Refurbished 32"" Class / LCD / 720p / 60Hz / HDTV",299.99
99302,"Panasonic ","Panasonic - 32"" Class / LCD / 720p / 60Hz / HDTV",319.99
99303,"Samsung ","Samsung - Refurbished 32"" Class - LCD - 720p - 60Hz - HDTV",319.99
99304,"Samsung ","Samsung - 32"" Class - LCD -720p - 60Hz - HDTV",329.99
99305,"Sony ","Sony - 32"" Class - LCD - 720p - 60Hz - HDTV",329.99
99306,"LG ","LG - 32"" Class / LED / 720p / 60Hz / HDTV",349.99
99307,"Toshiba ","Toshiba - 32"" Class / LED / 720p / 60Hz / HDTV",349.99
99308,"Insignia¿ ","Insignia¿ - 32"" Class / 720p / 60Hz / LCD HDTV",359.99
99309,"LG ","LG - 32"" Class - LCD - 1080p - 60Hz - HDTV",399.99
99310,"Panasonic ","Panasonic - VIERA - 32"" Class - LED - 720p - 60Hz - HDTV",399.99
99311,"Coby ","Coby - 32"" Class - LCD - 720p - 60Hz - HDTV DVD Combo",399.99
99312,"Samsung ","Samsung - Refurbished 32"" Class - LED - 1080p - 60Hz - HDTV",479.99
99313,"Samsung ","Samsung - 32"" Class / LED / 720p / 60Hz / HDTV",529.99
99314,"Dynex¿ ","Dynex¿ - 32"" Class - LCD - 720p - 60Hz - HDTV",
99315,"Toshiba ","Toshiba - 32"" Class - LCD - 720p - 60Hz - HDTV",
99316,"Samsung ","Samsung - 32"" Class - LED - 720p - 60Hz - HDTV",
99317,"Insignia¿ ","Insignia¿ - 32"" Class - LED - 720p - 60Hz - HDTV",
99318,"Samsung ","Samsung - 32"" Class - LED - 1080p - 60Hz - HDTV",
99319,"Dynex¿ ","Dynex¿ - 32"" Class - LCD - 720p - 60Hz - HDTV",
99320,"Toshiba ","Toshiba - 32"" Class - LED - 720p - 60Hz - HDTV",
99321,"Dynex¿ ","Dynex¿ - 32"" Class - LCD - 720p - 60Hz - HDTV",
99322,"Dynex¿ ","Dynex¿ - 32"" Class - LED - 720p - 60Hz - HDTV",
99420,"Pyle ","Pyle - PTC42LC 42"" 1080p LCD TV - 16:9 - HDTV 1080p",
99421,"JVC ","JVC - BlackCrystal JLC42BC3000 42"" 1080p LCD TV - 16:9 - HDTV 1080p - 120 Hz - Black",
99422,"Orion ","Orion - Signature SLED4280 42"" 1080p LED-LCD TV - 16:9 - HDTV 1080p - 120 Hz - Black",
99423,"Haier ","Haier - Core L42B1180 42"" 1080p LCD TV - 16:9 - HDTV 1080p - Black",
99424,"ViewSonic ","ViewSonic - 42"" Class - LED - 1080p - 120Hz - HDTV",
99425,"RCA ","RCA - 42"" Class - LCD - 1080p - 60Hz - HDTV",
99426,"Samsung ","Samsung - 43"" Class - Plasma - 720p - 600Hz - HDTV",
99427,"Sony ","Sony - 46"" Class - LED - 1080p - 120Hz - Smart - HDTV",1199.99
99428,"Samsung ","Samsung - Refurbished 46"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",1199.99
99429,"Sony ","Sony - 46"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",1599.99
99430,"Sony ","Sony - 46"" Class / LED / 1080p / 240Hz / Smart / 3D / HDTV",2099.99
99431,"Samsung ","Samsung - 46"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",2999.99
99432,"SunBriteTV ","SunBriteTV - 46"" Class - LCD - 1080p - 60Hz - Outdoor HDTV - Gray",4795.99
99433,"Ciil ","Ciil - UltraView 46"" Class / LCD / 1080p / 60Hz / HDTV",4999.99
99434,"Dynex¿ ","Dynex¿ - 46"" Class - LCD - 1080p - 60Hz - HDTV",549.99
99435,"Samsung ","Samsung - Refurbished 46"" Class - LCD - 1080p - 60Hz - HDTV",599.99
99436,"Sharp ","Sharp - 46"" Class / LCD / 1080p / 60Hz / HDTV",629.99
99437,"Samsung ","Samsung - Refurbished 46"" Class - LCD - 1080p - 60Hz - HDTV",649.99
99438,"Samsung ","Samsung - Refurbished 46"" Class - LCD - 1080p - 120Hz - HDTV",679.99
99439,"Sony ","Sony - 46"" Class - LCD - 1080p - 60Hz - HDTV",699.99
99440,"Samsung ","Samsung - Refurbished 46"" Class - LED - 1080p - 60Hz - HDTV",749.99
99441,"Samsung ","Samsung - Refurbished 46"" Class - LCD - 1080p - 120Hz - HDTV",749.99
99442,"Toshiba ","Toshiba - 46"" Class - LED - 1080p - 120Hz - HDTV",799.99
99443,"Toshiba ","Toshiba - 46"" Class - LCD - 1080p - 120Hz - HDTV",799.99
99444,"Samsung ","Samsung - 46"" Class / LCD / 1080p / 60Hz / HDTV",799.99
99445,"Samsung ","Samsung - Refurbished 46"" Class - LED - 1080p - 120Hz - HDTV",799.99
99446,"Samsung ","Samsung - 46"" Class - LED - 1080p - 60Hz - Smart - HDTV",929.99
99447,"Samsung ","Samsung - 46"" Class - LED - 1080p - 120Hz - HDTV",979.99
99448,"Samsung ","Samsung - Refurbished 46"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",999.99
99449,"Insignia¿ ","Insignia¿ - 46"" Class / LCD / 1080p / 60Hz / HDTV",
99450,"Samsung ","Samsung - 46"" Class - LCD - 1080p - 120Hz - HDTV",
99451,"Samsung ","Samsung - 46"" Class - LED - 1080p - 120Hz - Smart - HDTV",
99452,"RCA ","RCA - 46"" Class - LCD - 1080p - 60Hz - HDTV",
99453,"Samsung ","Samsung - 46"" Class - LED - 1080p - 120Hz - Smart - 3D - HDTV",
99454,"Westinghouse ","Westinghouse - 46"" Class - LED - 1080p - 120Hz - HDTV",
99455,"Samsung ","Samsung - 46"" Class - LED - 1080p - 120Hz - Smart - 3D - HDTV",
99456,"Samsung ","Samsung - 46"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",
99457,"RCA ","RCA - 46"" Class / 1080p / 120Hz / LCD HDTV",
99458,"Samsung ","Samsung - 46"" Class / LED / 1080p / 60Hz / HDTV",
99459,"Haier ","Haier - LE46B1381 46"" 1080p LED-LCD TV - 16:9 - HDTV 1080p - 120 Hz - Black",
99460,"Seiki Digital Inc ","Seiki Digital Inc - LC-46G82 46"" 1080p LCD TV - 16:9 - HDTV 1080p",
99461,"Samsung ","Samsung - SyncMaster HE46A 46"" 1080p LED-LCD TV - 16:9 - HDTV 1080p",
99551,"Sharp ","Sharp - AQUOS Quattron / 60"" Class / LED / 1080p / 240Hz / Smart / 3D / HDTV",2099.99
99552,"LG ","LG - 60"" Class - LED - 1080p - 120Hz - Smart - HDTV",2599.99
99553,"Elite ","Elite - 60"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",5499.98
99554,"Mitsubishi ","Mitsubishi - Home Cinema - 60"" Class - DLP - 1080p - 60Hz - 3D - HDTV",999.99
99555,"LG ","LG - 60"" Class - Plasma - 1080p - 600Hz - HDTV",
99556,"Samsung ","Samsung - 60"" Class - Plasma - 1080p - 600Hz - HDTV",
99557,"Samsung ","Samsung - 60"" Class / LED / 1080p / 120Hz / Smart / HDTV",
99558,"Samsung ","Samsung - 60"" Class - LED - 1080p - 240Hz - Smart - 3D - HDTV",
99323,"Samsung ","Samsung - 32"" Class - LED - 1080p - 120Hz - Smart - HDTV",
99324,"Coby ","Coby - 32"" Class / LED / 720p / 60Hz / HDTV",
99325,"Dynex¿ ","Dynex¿ - 32"" Class / 720p / 60Hz / LCD HDTV",
99326,"Ario ","Ario - HE3270 32"" LED-LCD TV - 16:9 - HDTV",
99327,"Ario ","Ario - HC3269 32"" 720p LCD TV - 16:9 - HDTV",
99328,"LG ","LG - 32LV3400 32"" 720p LED-LCD TV - 16:9 - HDTV",
99329,"Haier ","Haier - 32"" Class / LCD / 720p / 60Hz / HDTV",
99330,"Panasonic ","Panasonic - TH-32LRH30U 32"" LCD TV - 16:9 - HDTV - Matte Black",
99331,"Panasonic ","Panasonic - TH-32LRU30 32"" 720p LCD TV - 16:9 - HDTV - Matte Black",
99332,"Magnavox ","Magnavox - 32MD301B 32"" TV/DVD Combo - HDTV - 16:9 - 1366 x 768 - 720p",
99333,"Magnavox ","Magnavox - 32MF301B 32"" 720p LCD TV - 16:9 - HDTV",
99334,"Curtis ","Curtis - LCD3227A 32"" 720p LCD TV - 16:9 - HDTV",
99335,"Haier ","Haier - 32"" Class / LCD / 720p / 60Hz / HDTV",
99336,"Seiki Digital Inc ","Seiki Digital Inc - LC-32B56 32"" 720p LCD TV - 16:9 - HDTV",
99337,"Orion ","Orion - Signature SLED3280 32"" 1080p LED-LCD TV - 16:9 - HDTV 1080p - Black",
99338,"Dynex¿ ","Dynex¿ - 32"" Class / LCD / 1080p / 60Hz / HDTV",
99339,"Orion ","Orion - Accu SLED3228 32"" 720p LED-LCD TV - 16:9 - HDTV - Black",
99340,"Orion ","Orion - HDLCD3250 32"" 720p LCD TV - 16:9 - HDTV - Black",
99341,"Haier ","Haier - L32B1120 32"" 720p LCD TV - 16:9 - Black",
99342,"ViewSonic ","ViewSonic - 32"" Class - LED - 720p - 60Hz - HDTV",
99343,"RCA ","RCA - 32"" Class - LCD - 720p - 60Hz - HDTV",
99344,"Coby ","Coby - 32"" Class - LED - 720p - 60Hz - HDTV",
99345,"Toshiba ","Toshiba - Refurbished 37"" Class / 1080p / 60Hz / LCD HDTV",399.99
99346,"LG ","LG - 37"" Class / LCD / 1080p / 60Hz / HDTV",449.99
99347,"Panasonic ","Panasonic - VIERA - 37"" Class - LCD - 1080p - 60Hz - HDTV",549.99
99348,"Dynex¿ ","Dynex¿ - 37"" Class - LCD - 720p - 60Hz - HDTV",
99349,"Samsung ","Samsung - 37"" Class - LCD - 1080p - 60Hz - HDTV",
99350,"Westinghouse ","Westinghouse - 37"" Class - LCD - 1080p - 60Hz - HDTV",
99351,"Insignia¿ ","Insignia¿ - 37"" Class - LCD - 1080p - 60Hz - HDTV",
99352,"Sansui ","Sansui - HDLCD-3700 37"" LCD TV - 16:9",
99353,"Vizio ","Vizio - E371VA 37"" 1080p LCD TV - 16:9 - HDTV 1080p - 120 Hz",
99354,"Haier ","Haier - L39B2180 39"" 1080p LCD TV - 16:9 - HDTV 1080p - Black",449.99
99355,"Insignia¿ ","Insignia¿ - 39"" Class - LCD - 1080p - 60Hz - HDTV",
99356,"Sharp ","Sharp - AQUOS Quattron 40"" Class - LED - 1080p - 120Hz - Smart - HDTV",1099.99
99357,"Affinity ","Affinity - 40"" Class - LCD - 1080p - 60Hz - HDTV",349.99
99358,"Ciil ","Ciil - UltraView 40"" Class - LCD - 1080p - 60Hz - HDTV",4199.99
99359,"Toshiba ","Toshiba - 40"" Class - LCD - 1080p - 60Hz - HDTV",449.99
99360,"Samsung ","Samsung - Refurbished 40"" Class - LCD - 1080p - 60Hz - HDTV",449.99
99361,"Sony ","Sony - 40"" Class - LCD - 1080p - 60Hz - HDTV",499.99
99362,"Westinghouse ","Westinghouse - 40"" Class - LED - 1080p - 120Hz - HDTV",499.99
99363,"Samsung ","Samsung - Refurbished 40"" Class / LCD / 1080p / 120Hz / HDTV",499.99
99364,"Samsung ","Samsung - Refurbished 40"" Class - LCD - 1080p - 120Hz - HDTV",499.99
99365,"Samsung ","Samsung - Refurbished 40"" Class - LED - 1080p - 60Hz - HDTV",539.99
99366,"Toshiba ","Toshiba - 40"" Class - LED - 1080p - 120Hz - HDTV",599.99
99367,"Samsung ","Samsung - 40"" Class / LED / 1080p / 60Hz / HDTV",679.99
99368,"Sony ","Sony - 40"" Class - LED - 1080p - 120Hz - Smart - HDTV",899.99
99597,"GPX ","GPX - TDE1380B 13.3"" TV/DVD Combo - HDTV - 16:9 - 1280 x 800",
99598,"Panasonic ","Panasonic - TH-65VX100U 65"" Plasma Display - 16:9 - Black",
99599,"Chief Manufacturing ","Chief Manufacturing - PWRSKUS Mounting Arm for Flat Panel Display - Silver",
99600,"Panasonic ","Panasonic - TH-50PH30U 50"" Plasma Display - 16:9 - Black",
99601,"Coby ","Coby - Under-the-Cabinet DVD Player with 15-5/8"" Widescreen TFT Display - Silver",
90001,"iPod","Nano 2GB Silver",
90002,"iPod","nano 4GB (Slvr)",
90003,"IPOD","nano Green 4GB",
90004,"iPod","nano 4GB Green",
90005,"iPod","nano 4GB ( Green )",
90007,"D2G","Earphones Black",
90008,"D.2.G.","USB 2.0 Cable",
90009,"D2G","Dock Adapter",
90010,"iPod","nano 4GB ( Blu )",
90011,"iPod","nano 8GB ( Black )",
90012,"IPOD","NANO Black 8GB",
90013,"iPOD","4GB Nano Special Edition Red",
90014,"D2G","Carrying Case",
90015,"D2G"," - Carrying Case",
90016,"iPod","nano Silver 2GB",
90017,"iPod","Nano Special Edition 8GB Red",
90018,"d2g","USB Power Adapter",
90019,"iPod","Shuffle 1GB (Blue)",
90020,"iPOD","SHUFFLE Green 1GB",
90021,"d2g","Arm Band Carrying Case",
90022,"iPod","30GB Black",
90023,"iPod","nano 8GB Pink",
90024,"iPod","Shuffle 1GB Silver",
90025,"iPod","nano Dock",
90026,"iPod","nano 4GB (Silver)",
90027,"iPod","Shuffle Orange 1GB",
90028,"D.2.G.","Car Charger",
90029,"iPod","80GB (Slvr)",
90030,"iPod","30 GB (White)",
90031,"d2g","Cassette Adapter",
90032,"D2G","USB Power Adapter",
90033,"iPod","Shuffle (1GB) Pink",
90034,"iPOD","80GB Black",
90035,"iPod","Shuffle 1GB Pink",
90036,"iPod","80GB (Black)",
90037,"d2g","Docking Station",
90038,"d2g","accessory kit",
90039,"iPod","80GB White",
90040,"iPod","Car Mount",
90041,"Ipod","FM Transmitter",
90042,"iPod","Leather Carrying Case",
90043,"D2G","Sport Armband",
90044,"iPod","80 GB (White)",
90045,"iPOD","80 GB (Black)",
90046,"iPod","30 GB (White)",
90047,"ipod","30 GB Black",
99100,"iPod","Nano 1 GB Black",
99101,"iPod","Nano 1 GB White",
99102,"iPod","Nano 1 GB Red",
99103,"iPod","Nano 1 GB Slvr",
99201,"D2G","Waterproof Case",
99202,"D2G","Headphone Splitter",
99204,"iPod","8 GB iTouch",
99205,"iPod","16GB iTouch",
99206,"Pyle ","Pyle - PLVW10IW 10.4"" LCD TV - 4:3",169.99
99207,"Venturer Electronics ","Venturer Electronics - KLV39150 15"" TV/DVD Combo - 16:9 - 1280 x 900",174.99
99208,"Pyle ","Pyle - PTC155LC 15.6"" 720p LCD TV - 16:9 - HDTV",179.99
99209,"Pyle ","Pyle - PTC166LD 16"" TV/DVD Combo - HDTV - 16:9 - 1366 x 768",179.99
99210,"Pyle ","Pyle - PTC177LC 17"" 720p LCD TV - 16:9 - HDTV",169.99
99211,"GPX ","GPX - TL1920B 18.5"" 720p LCD TV - 16:9 - HDTV",174.99
99212,"RCA ","RCA - 19"" Class - LCD - 720p - 60Hz - HDTV DVD Combo",179.99
99213,"Haier ","Haier - 19"" Class - LED - 720p - 60Hz - HDTV DVD Combo",179.99
99214,"Toshiba ","Toshiba - 19"" Class / LED / 720p / 60Hz / HDTV",169.99
99215,"iSymphony ","iSymphony - 19"" Class - LED - 720p - 60Hz - LED-LCD HDTV DVD Combo",174.99
99216,"Samsung ","Samsung - 19"" Class - LED - 720p - 60Hz - HDTV",179.99
99217,"Dynex¿ ","Dynex¿ - 19"" Class - LCD - 720p - 60Hz - HDTV DVD Combo",179.99
99218,"Pyle ","Pyle - PTC19LC 19"" 720p LCD TV - 16:10 - HDTV",169.99
99219,"Magnavox ","Magnavox - 19MF301B 19"" 720p LCD TV - 16:9 - HDTV",174.99
99220,"JVC ","JVC - LT19E610 19"" LED-LCD TV - 16:9 - HDTV",179.99
